Visit_ID,Historical Date,Modern Date,Inn,Inn_ID,Visitor,Guest_ID,Filename,Names,Hits
61,3 Augufti 1780,1780-01-03,ADLER,3,Jgfr. Schweizerin von St. Gallen. Francois Monde de Nancy. 4 Schwaben,61,0012.txt,"Jgfr. Schweizerin von St, Gallen. Francois Monde de Nancy",
62,3 Augufti 1780,1780-01-03,ADLER,3,2 Handy.,62,0012.txt,,
63,3 Augufti 1780,1780-01-03,HIRSCHEN,4,Hr. Leonhard Fornaro von Langenfee. Albrecht Neumann von Gloggau,63,0012.txt,"Hr. Leonhard Fornaro von Langenfee, Albrecht Neumann von Gloggau",
64,3 Augufti 1780,1780-01-03,HIRSCHEN,4,f. 3,64,0012.txt,f,f (https://de.wikipedia.org/wiki/F https://de.wikipedia.org/wiki/Frankreich https://de.wikipedia.org/wiki/Figuren_der_Harry-Potter-Romane https://de.wikipedia.org/wiki/File_Allocation_Table https://de.wikipedia.org/wiki/Figuren_in_Tolkiens_Welt https://de.wikipedia.org/wiki/Fu%C3%9Fball https://de.wikipedia.org/wiki/Frankfurt_am_Main https://de.wikipedia.org/wiki/Finnland https://de.wikipedia.org/wiki/Faschismus https://de.wikipedia.org/wiki/Figuren_aus_Star_Wars)
65,3 Augufti 1780,1780-01-03,HIRSCHEN,4,"8 Schwaben,",65,0012.txt,,
66,3 Augufti 1780,1780-01-03,RAABEN,5,Hr. Neuweiler von Frauenfeld f. 2,66,0012.txt,Hr. Neuweiler von Frauenfeld,. Neuweiler  (https://de.wikipedia.org/wiki/Neuweiler https://de.wikipedia.org/wiki/Neuweiler_(Sulzbach/Saar) https://de.wikipedia.org/wiki/Neuweiler_(Schillingsf%C3%BCrst) https://de.wikipedia.org/wiki/Neuweiler_(Weil_im_Sch%C3%B6nbuch) https://de.wikipedia.org/wiki/Neuweiler_(Niederstetten) https://de.wikipedia.org/wiki/Neuweiler_Viehweide https://de.wikipedia.org/wiki/Neuweiler_(Buttenwiesen) https://de.wikipedia.org/wiki/Neuweiler_(Alsdorf) https://de.wikipedia.org/wiki/Neuweiler_(Pl%C3%BCderhausen) https://de.wikipedia.org/wiki/Neuweiler_(Begriffskl%C3%A4rung))
67,3 Augufti 1780,1780-01-03,RAABEN,5,Marrocci de Milan,67,0012.txt,Marrocci de Milan,
68,3 Augufti 1780,1780-01-03,RAABEN,5,Legler von Glarus f. 4,68,0012.txt,Legler von Glarus,Legler  (https://de.wikipedia.org/wiki/Legler https://de.wikipedia.org/wiki/Leglerh%C3%BCtte https://de.wikipedia.org/wiki/Legierung https://de.wikipedia.org/wiki/Leclerc_(Panzer) https://de.wikipedia.org/wiki/Legero https://de.wikipedia.org/wiki/Lenglern https://de.wikipedia.org/wiki/Leclerc_de_Lesseville https://de.wikipedia.org/wiki/Leger_des_Heils https://de.wikipedia.org/wiki/Legierungselement https://de.wikipedia.org/wiki/Legerwall)
69,3 Augufti 1780,1780-01-03,RAABEN,5,2 Leipziger Fuhrleuth. 4 Landl. 30 Pilger. LEUEN- Hr. Hartmann von Maron,69,0012.txt,UNABLE TO PARSE,
70,3 Augufti 1780,1780-01-03,RAABEN,5,Maurer von Schaffhaufen,70,0012.txt,Maurer von Schaffhaufen,Maurer  (https://de.wikipedia.org/wiki/Maurer https://de.wikipedia.org/wiki/Maurer-Schema https://de.wikipedia.org/wiki/Maurer_(Familienname) https://de.wikipedia.org/wiki/Maurer_SE https://de.wikipedia.org/wiki/Maurer_Motorsport https://de.wikipedia.org/wiki/Maurerkelle https://de.wikipedia.org/wiki/Maurer_Rathauspark https://de.wikipedia.org/wiki/Maurer_Wald https://de.wikipedia.org/wiki/Maurerbach_(Gro%C3%9Fe_M%C3%BChl) https://de.wikipedia.org/wiki/Maurer-Union)
71,3 Augufti 1780,1780-01-03,RAABEN,5,Martin aus Böhmen. ROESSLI- Hr. Bürkly von Brechthal. 3 Landl. SCHWANEN- Hr. Huber von Dieffenhofen.,71,0012.txt,UNABLE TO PARSE,
72,4 Augusti 1780,1780-08-04,SCHWERDT,1,Mr. Carlis de Modena. Berteaud. Mr. Simon de Chalon sur Seaune. Rainaldis Frerres. Mr. Pont de Lyon. Mourgain de Nancy. Balzac. Mr. Magauza. Mr. Bock de Turin. Hr. Blumer von Glarus. Meissner von Görlitz in Sachsen f. 3. Hettlinger von Winterthur. Hardtmann von Lenzburg. Bieler von Memmingen. Gaupp von Schaffhausen. Iselin von Basel. Rudolff von Zurzach. Gruber von Stuttgardt.,72,0014.txt,"Mr. Carlis de Modena, Berteaud, Mr. Simon de Chalon sur Seaune, Rainaldis Frerres, Mr. Pont de Lyon, Mourgain de Nancy, Balzac, Mr. Magauza, Mr. Bock de Turin, Hr. Blumer von Glarus, Meissner von Görlitz in Sachsen, Hettlinger von Winterthur, Hardtmann von Lenzburg, Bieler von Memmingen, Gaupp von Schaffhausen, Iselin von Basel, Rudolff von Zurzach, Gruber von Stuttgardt","Berteaud (https://de.wikipedia.org/wiki/Berteaucourt-l%C3%A8s-Thennes https://de.wikipedia.org/wiki/Berteaucourt-les-Dames https://de.wikipedia.org/wiki/Bertaud https://de.wikipedia.org/wiki/Berteaut https://de.wikipedia.org/wiki/Bertaud_Du_Chazaud https://de.wikipedia.org/wiki/Berteau https://de.wikipedia.org/wiki/Berthaud https://de.wikipedia.org/wiki/Bergeaud https://de.wikipedia.org/wiki/Berteaucourt), . Pont de Lyon (https://de.wikipedia.org/wiki/Pont_de_Nyons), Balzac (https://de.wikipedia.org/wiki/Balzac https://de.wikipedia.org/wiki/Balzac_und_die_kleine_chinesische_Schneiderin https://de.wikipedia.org/wiki/Balzac_(Band) https://de.wikipedia.org/wiki/Balzac_%E2%80%93_Ein_Leben_voller_Leidenschaft https://de.wikipedia.org/wiki/Balzac_(Charente) https://de.wikipedia.org/wiki/Balzac_(Adelsgeschlecht) https://de.wikipedia.org/wiki/Balzac_(Kurzfilm) https://de.wikipedia.org/wiki/Balzac_Coffee_Company https://de.wikipedia.org/wiki/Balzac_(Alberta) https://de.wikipedia.org/wiki/Balzac-Preis), . Magauza (https://de.wikipedia.org/wiki/Malauzat https://de.wikipedia.org/wiki/Maguzawa https://de.wikipedia.org/wiki/Maganza), . Blumer  (https://de.wikipedia.org/wiki/Blumerode https://de.wikipedia.org/wiki/Blumer_(Familie) https://de.wikipedia.org/wiki/Blumergraben https://de.wikipedia.org/wiki/Blume_(Remscheid) https://de.wikipedia.org/wiki/Blumeray https://de.wikipedia.org/wiki/Blumer_Beck https://de.wikipedia.org/wiki/Blumer https://de.wikipedia.org/wiki/Blumerberg https://de.wikipedia.org/wiki/Blumer-Marcus https://de.wikipedia.org/wiki/Blumers), Meissner  (https://de.wikipedia.org/wiki/Meissner https://de.wikipedia.org/wiki/Meissener_Porzellan https://de.wikipedia.org/wiki/Mei%C3%9Fner_Dom https://de.wikipedia.org/wiki/Mei%C3%9Fner_und_Mei%C3%9Fner_Vorland https://de.wikipedia.org/wiki/Mei%C3%9Fner_(Gemeinde) https://de.wikipedia.org/wiki/Mei%C3%9Fner_(Familienname) https://de.wikipedia.org/wiki/Mei%C3%9Fner_Fummel https://de.wikipedia.org/wiki/Mei%C3%9Fner_Schwein https://de.wikipedia.org/wiki/Mei%C3%9Fner-Ochsenfeld-Effekt https://de.wikipedia.org/wiki/Mei%C3%9Fner_(Adelsgeschlechter)), Hettlinger  (https://de.wikipedia.org/wiki/Hettlinger https://de.wikipedia.org/wiki/Hettlingen_ZH https://de.wikipedia.org/wiki/Hettlingen_(Wertingen) https://de.wikipedia.org/wiki/Hettinger_County https://de.wikipedia.org/wiki/Hetlinger_Schanze https://de.wikipedia.org/wiki/Hettlingen https://de.wikipedia.org/wiki/Hettinger https://de.wikipedia.org/wiki/Heitlinger https://de.wikipedia.org/wiki/Das_H%C3%BCttlinger), Hardtmann  (https://de.wikipedia.org/wiki/Hartmann_von_Aue https://de.wikipedia.org/wiki/Hartmannshof https://de.wikipedia.org/wiki/Hartmannsdorf_(bei_Chemnitz) https://de.wikipedia.org/wiki/Hartmann_Gruppe https://de.wikipedia.org/wiki/Hartmannsdorf_bei_Kirchberg https://de.wikipedia.org/wiki/Hartmann_Lauterbacher https://de.wikipedia.org/wiki/Hartmannshain https://de.wikipedia.org/wiki/Hartmann_II._von_Gr%C3%BCningen https://de.wikipedia.org/wiki/Hartmannswillerkopf https://de.wikipedia.org/wiki/Hartmann_III._von_Gr%C3%BCningen), Bieler  (https://de.wikipedia.org/wiki/Bieler https://de.wikipedia.org/wiki/Bielersee https://de.wikipedia.org/wiki/Bielerh%C3%B6he https://de.wikipedia.org/wiki/Bieler_Lauftage https://de.wikipedia.org/wiki/Bieler_Tagblatt https://de.wikipedia.org/wiki/Bieler_Moderne https://de.wikipedia.org/wiki/Bielersee-Schifffahrts-Gesellschaft https://de.wikipedia.org/wiki/Bieler_Hallenhandball-Meisterschaften_1948/49 https://de.wikipedia.org/wiki/Bieler_Milchkrieg https://de.wikipedia.org/wiki/Bieler_Hallenhandball-Meisterschaften_1949/50), Gaupp  (https://de.wikipedia.org/wiki/Gaupp https://de.wikipedia.org/wiki/Gaupp-Berghausen https://de.wikipedia.org/wiki/Gaupenraub_%2B/- https://de.wikipedia.org/wiki/Gruppe_Wagner https://de.wikipedia.org/wiki/Gruppe_der_Sowjetischen_Streitkr%C3%A4fte_in_Deutschland https://de.wikipedia.org/wiki/Gruppe_47 https://de.wikipedia.org/wiki/Gruppendynamik https://de.wikipedia.org/wiki/Gruppentheorie https://de.wikipedia.org/wiki/Gruppenbezogene_Menschenfeindlichkeit https://de.wikipedia.org/wiki/Gruppenoperation), Iselin  (https://de.wikipedia.org/wiki/Iselin https://de.wikipedia.org/wiki/Iselin_Solheim https://de.wikipedia.org/wiki/Iselin_Gundermann https://de.wikipedia.org/wiki/Iselin_Nyb%C3%B8 https://de.wikipedia.org/wiki/Iselin_(New_Jersey) https://de.wikipedia.org/wiki/Iselin_Bank https://de.wikipedia.org/wiki/Iselin_Seamount https://de.wikipedia.org/wiki/Iselin_Trough https://de.wikipedia.org/wiki/Iselin-Boesch https://de.wikipedia.org/wiki/Iselin-Sarasin), Rudolff  (https://de.wikipedia.org/wiki/Rudolff https://de.wikipedia.org/wiki/Rudolf_Fu%C3%9Fi https://de.wikipedia.org/wiki/Rudolf-Fettweis-Werk https://de.wikipedia.org/wiki/Rudolf_Friedrich_(Politiker,_1923) https://de.wikipedia.org/wiki/Rudolf_Flume_Technik https://de.wikipedia.org/wiki/Rudolf_Frank_(Schriftsteller) https://de.wikipedia.org/wiki/Rudolf_Fischer_(Manager) https://de.wikipedia.org/wiki/Rudolf_Forster https://de.wikipedia.org/wiki/Rudolph_Fittig https://de.wikipedia.org/wiki/Rudolf_Fernau), Gruber  (https://de.wikipedia.org/wiki/Gruber https://de.wikipedia.org/wiki/Gruber_(Familienname) https://de.wikipedia.org/wiki/Gruberhof https://de.wikipedia.org/wiki/Gruber-De-Gasperi-Abkommen https://de.wikipedia.org/wiki/Gruber_%26_Maklar https://de.wikipedia.org/wiki/Gruber_%2B_Kleine-Kraneburg https://de.wikipedia.org/wiki/Gruber_Logistics https://de.wikipedia.org/wiki/Gruberscharten-Biwak https://de.wikipedia.org/wiki/Gruberh%C3%B6rndl https://de.wikipedia.org/wiki/Gruber_geht)"
73,4 Augusti 1780,1780-08-04,STORCHEN,2,Mr. Barade d'Auvergne f. 4. Ein Burgunder Glashändler f. 2. Heinrich Binninger von Maria-Kirch. 2 Handw. 2 Landl.,73,0014.txt,UNABLE TO PARSE,
74,4 Augusti 1780,1780-08-04,ADLER,3,Fr. Foslerin von Schaffhausen. Jgfr. Schweizerin von St. Gallen. Francois Monde de Nancy.,74,0014.txt,"Fr. Foslerin von Schaffhausen, Jgfr. Schweizerin von St, Gallen. Francois Monde de Nancy",. Foslerin  (https://de.wikipedia.org/wiki/Foster-Insel https://de.wikipedia.org/wiki/Fowler-Inseln)
75,4 Augusti 1780,1780-08-04,HIRSCHEN,4,Hr. Leonhard Fornaro von Langensee. Albrecht Neumann von Gloggau,75,0014.txt,"Hr. Leonhard Fornaro von Langensee, Albrecht Neumann von Gloggau",
76,4 Augusti 1780,1780-08-04,HIRSCHEN,4,f. 3. Charles la Pierre de Copet f. 4.,76,0014.txt,f. Charles la Pierre de Copet,
77,4 Augusti 1780,1780-08-04,RAABEN,5,Mr. Horret von Toggen. Jacob Chaam von Kirizen. Caspar Blässy von Glarus. Georg Spring von Rothweil. Bernhard Künnold von Engern. 2 Leipziger Fuhrleuth,77,0014.txt,"Mr. Horret von Toggen, Jacob Chaam von Kirizen, Caspar Blässy von Glarus, Georg Spring von Rothweil, Bernhard Künnold von Engern",". Horret  (https://de.wikipedia.org/wiki/Horrem_(Kerpen) https://de.wikipedia.org/wiki/Horressen https://de.wikipedia.org/wiki/Horrem_(Dormagen) https://de.wikipedia.org/wiki/Horrenbach_(Jagst) https://de.wikipedia.org/wiki/Horrenbach-Buchen https://de.wikipedia.org/wiki/Horrenbach_(Krautheim) https://de.wikipedia.org/wiki/H%C3%B3rreo https://de.wikipedia.org/wiki/Horrenbach_(Urft) https://de.wikipedia.org/wiki/Hornet_La_Frappe https://de.wikipedia.org/wiki/Horremer_M%C3%BChle), Jacob Chaam  (https://de.wikipedia.org/wiki/Jacob_Chamberlain), Georg Spring  (https://de.wikipedia.org/wiki/Georg_Springer_(Kulturmanager) https://de.wikipedia.org/wiki/Georg_Springer https://de.wikipedia.org/wiki/Georg_S%C3%B6ring https://de.wikipedia.org/wiki/George_Springer_(Mathematiker) https://de.wikipedia.org/wiki/Georg_F._Springer https://de.wikipedia.org/wiki/George_Springer)"
78,4 Augusti 1780,1780-08-04,RAABEN,5,30 Pilger.,78,0014.txt,,
79,4 Augusti 1780,1780-08-04,LEUEN,8,Hr. Maurer von Schaffhausen,79,0014.txt,Hr. Maurer von Schaffhausen,. Maurer  (https://de.wikipedia.org/wiki/Maurer https://de.wikipedia.org/wiki/Maurer-Schema https://de.wikipedia.org/wiki/Maurer_(Familienname) https://de.wikipedia.org/wiki/Maurer_SE https://de.wikipedia.org/wiki/Maurer_Motorsport https://de.wikipedia.org/wiki/Maurerkelle https://de.wikipedia.org/wiki/Maurer_Rathauspark https://de.wikipedia.org/wiki/Maurer_Wald https://de.wikipedia.org/wiki/Maurerbach_(Gro%C3%9Fe_M%C3%BChl) https://de.wikipedia.org/wiki/Maurer-Union)
80,4 Augusti 1780,1780-08-04,LEUEN,8,Martin aus Böhmen,80,0014.txt,Martin aus Böhmen,
81,4 Augusti 1780,1780-08-04,LEUEN,8,2 Landl. 3 Handw.,81,0014.txt,,
82,4 Augusti 1780,1780-08-04,ROESSLI,7,Hr. Berchtold von Stiggen,82,0014.txt,Hr. Berchtold von Stiggen,. Berchtold  (https://de.wikipedia.org/wiki/Berchtoldstag https://de.wikipedia.org/wiki/Berchtold_(Adelsgeschlecht) https://de.wikipedia.org/wiki/Berchtold_Haller https://de.wikipedia.org/wiki/Berchtolds_Zwerg-Laichkraut https://de.wikipedia.org/wiki/Berchtold_von_Falkenstein https://de.wikipedia.org/wiki/Berchtold_(Unternehmen) https://de.wikipedia.org/wiki/Berchtold_von_Kremsm%C3%BCnster https://de.wikipedia.org/wiki/Berthold_Landauer https://de.wikipedia.org/wiki/Berchtold_Zimmermann https://de.wikipedia.org/wiki/Berchtold)
83,4 Augusti 1780,1780-08-04,ROESSLI,7,Leonti Lieberheer von Utznach.,83,0014.txt,Leonti Lieberheer von Utznach,
84,6 Augusti 1780,1780-08-06,SCHWERDT,1,Mr. Carlis de Modena. Hr. Blumer von Glarus. Meisner von Görlitz in Sachsen f. 3. Hettlinger von Winterthur. Rainaldis Frerres. Mr. Pont de Lyon. Rathsherr Schakini von Thun. Gemuleus von Basel,84,0016.txt,"Mr. Carlis de Modena, Hr. Blumer von Glarus, Meisner von Görlitz in Sachsen, Hettlinger von Winterthur, Rainaldis Frerres, Mr. Pont de Lyon, Rathsherr Schakini von Thun, Gemuleus von Basel",". Blumer  (https://de.wikipedia.org/wiki/Blumerode https://de.wikipedia.org/wiki/Blumer_(Familie) https://de.wikipedia.org/wiki/Blumergraben https://de.wikipedia.org/wiki/Blume_(Remscheid) https://de.wikipedia.org/wiki/Blumeray https://de.wikipedia.org/wiki/Blumer_Beck https://de.wikipedia.org/wiki/Blumer https://de.wikipedia.org/wiki/Blumerberg https://de.wikipedia.org/wiki/Blumer-Marcus https://de.wikipedia.org/wiki/Blumers), Meisner  (https://de.wikipedia.org/wiki/Meisner https://de.wikipedia.org/wiki/Meisner-Technik https://de.wikipedia.org/wiki/Meister_Eder_und_sein_Pumuckl https://de.wikipedia.org/wiki/Meister_Eckhart https://de.wikipedia.org/wiki/Meissener_Porzellan https://de.wikipedia.org/wiki/Meister_Eder_und_sein_Pumuckl_(Fernsehserie) https://de.wikipedia.org/wiki/Meister https://de.wikipedia.org/wiki/Meisterstern https://de.wikipedia.org/wiki/Mei%C3%9Fner_Dom https://de.wikipedia.org/wiki/Mei%C3%9Fner_und_Mei%C3%9Fner_Vorland), Hettlinger  (https://de.wikipedia.org/wiki/Hettlinger https://de.wikipedia.org/wiki/Hettlingen_ZH https://de.wikipedia.org/wiki/Hettlingen_(Wertingen) https://de.wikipedia.org/wiki/Hettinger_County https://de.wikipedia.org/wiki/Hetlinger_Schanze https://de.wikipedia.org/wiki/Hettlingen https://de.wikipedia.org/wiki/Hettinger https://de.wikipedia.org/wiki/Heitlinger https://de.wikipedia.org/wiki/Das_H%C3%BCttlinger), . Pont de Lyon (https://de.wikipedia.org/wiki/Pont_de_Nyons), Gemuleus  (https://de.wikipedia.org/wiki/Gemuseus)"
85,6 Augusti 1780,1780-08-06,SCHWERDT,1,Deixner von Strasbourg,85,0016.txt,Deixner von Strasbourg,Deixner  (https://de.wikipedia.org/wiki/Deixler https://de.wikipedia.org/wiki/Deinert https://de.wikipedia.org/wiki/Deigner)
86,6 Augusti 1780,1780-08-06,SCHWERDT,1,Hall,86,0016.txt,Hall,Hall (https://de.wikipedia.org/wiki/Hall https://de.wikipedia.org/wiki/Halle_(Saale) https://de.wikipedia.org/wiki/Hallstatt https://de.wikipedia.org/wiki/Hallescher_FC https://de.wikipedia.org/wiki/Halloween_%E2%80%93_Die_Nacht_des_Grauens https://de.wikipedia.org/wiki/Hallig https://de.wikipedia.org/wiki/Hallein https://de.wikipedia.org/wiki/Hall_in_Tirol https://de.wikipedia.org/wiki/Halle_(Westf.) https://de.wikipedia.org/wiki/Halle-Neustadt)
87,6 Augusti 1780,1780-08-06,SCHWERDT,1,Mr. Jacob. Mr. Brand,87,0016.txt,"Mr. Jacob, Mr. Brand","Mr. Jacob (https://de.wikipedia.org/wiki/M._A._Jacobsens_Kulturpreis), . Jacob (https://de.wikipedia.org/wiki/Jacobische_Thetafunktion https://de.wikipedia.org/wiki/Jacob_Grimm https://de.wikipedia.org/wiki/Jacob_Zuma https://de.wikipedia.org/wiki/Jacobische_elliptische_Funktionen https://de.wikipedia.org/wiki/Jacob_Matschenz https://de.wikipedia.org/wiki/Jacob_Christian_Sch%C3%A4ffer https://de.wikipedia.org/wiki/Jacob_Sisters https://de.wikipedia.org/wiki/Jacob_Collier https://de.wikipedia.org/wiki/Jacobson-Organ https://de.wikipedia.org/wiki/Jacob_Burckhardt), Mr. Brand (https://de.wikipedia.org/wiki/Mr._Blandings_Builds_His_Dream_House https://de.wikipedia.org/wiki/Mybrand), . Brand (https://de.wikipedia.org/wiki/Brandenburg https://de.wikipedia.org/wiki/Brandanschlag_von_Solingen https://de.wikipedia.org/wiki/Brandenburger_Tor https://de.wikipedia.org/wiki/Brandkatastrophe_der_Gletscherbahn_Kaprun_2 https://de.wikipedia.org/wiki/Brandenburg_an_der_Havel https://de.wikipedia.org/wiki/Brandmelder https://de.wikipedia.org/wiki/Brand_von_Notre-Dame_in_Paris_2019 https://de.wikipedia.org/wiki/Brandenburg-Klasse_(1994) https://de.wikipedia.org/wiki/Brandenburgische_Technische_Universit%C3%A4t_Cottbus-Senftenberg https://de.wikipedia.org/wiki/Brandon_Sanderson)"
88,6 Augusti 1780,1780-08-06,SCHWERDT,1,Chevaliers Anglois. Mr. et Mad. Maurice de Strasbourg. Buffe de Châlons. Ermenjaud de Moulins. 12 Landl. Conft.,88,0016.txt,"Chevaliers Anglois, Mr. et Mad, Maurice de Strasbourg, Buffe de Châlons, Ermenjaud de Moulins, Conft",". et Mad (https://de.wikipedia.org/wiki/Etmadpur https://de.wikipedia.org/wiki/Etmal https://de.wikipedia.org/wiki/Emma_D%E2%80%99Arcy https://de.wikipedia.org/wiki/Emma_de_Caunes https://de.wikipedia.org/wiki/Emma_Drogunova https://de.wikipedia.org/wiki/Emma_Darwin https://de.wikipedia.org/wiki/Ema_Destinov%C3%A1 https://de.wikipedia.org/wiki/Emma_Donoghue https://de.wikipedia.org/wiki/Etta_von_Dangast https://de.wikipedia.org/wiki/Ettadhamen-Mnihla), Conft (https://de.wikipedia.org/wiki/Confederate_States_Army https://de.wikipedia.org/wiki/Confessio_Augustana https://de.wikipedia.org/wiki/Contergan-Skandal https://de.wikipedia.org/wiki/Confederate_States_Navy https://de.wikipedia.org/wiki/Continental_AG https://de.wikipedia.org/wiki/Controller_Area_Network https://de.wikipedia.org/wiki/Content-Management-System https://de.wikipedia.org/wiki/Containerschiff https://de.wikipedia.org/wiki/Constantin_Schreiber https://de.wikipedia.org/wiki/Constantin_Br%C3%A2ncu%C8%99i)"
89,6 Augusti 1780,1780-08-06,STORCHEN,2,Mr. Barade d'Auvergne f. 4. 3 Handw. 7 Landl.,89,0016.txt,Mr. Barade d'Auvergne,
90,6 Augusti 1780,1780-08-06,ADLER,3,Francois Monde de Nancy f. 2. Jgfr. Schweizerin von St. Gallen. 7 Landl. 3 Handw.,90,0016.txt,"Francois Monde de Nancy. Jgfr, Schweizerin von St, Gallen","Schweizerin  (https://de.wikipedia.org/wiki/Schweizer https://de.wikipedia.org/wiki/Schweizer_Informatik_Gesellschaft https://de.wikipedia.org/wiki/Schweizer_Institut_f%C3%BCr_Sucht-_und_Gesundheitsforschung https://de.wikipedia.org/wiki/Schweizer_Institut_f%C3%BCr_Rettungsmedizin https://de.wikipedia.org/wiki/Schweizer_Industrialisierung https://de.wikipedia.org/wiki/Schweizer_Inline-Skaterhockeynationalmannschaft https://de.wikipedia.org/wiki/Schweizer_Ingenieur_und_Architekt https://de.wikipedia.org/wiki/Schweizer_Informatikolympiade https://de.wikipedia.org/wiki/Schweizer_Institut_f%C3%BCr_Bioinformatik https://de.wikipedia.org/wiki/Schweizer_Internationale_Eishockeymeisterschaft_1931/32), Gallen (https://de.wikipedia.org/wiki/Gallen https://de.wikipedia.org/wiki/Gallenstein https://de.wikipedia.org/wiki/Gallengangskarzinom https://de.wikipedia.org/wiki/Gallenblase https://de.wikipedia.org/wiki/Gallen-T%C3%A4ubling https://de.wikipedia.org/wiki/Gallenblasenpolyp https://de.wikipedia.org/wiki/Gallenblasenkarzinom https://de.wikipedia.org/wiki/Gallens%C3%A4uren https://de.wikipedia.org/wiki/Gallengang https://de.wikipedia.org/wiki/Gallen-Sumach)"
91,6 Augusti 1780,1780-08-06,HIRSCHEN,4,3 Handw- 1 Landl- 1 Schwab-,91,0016.txt,UNABLE TO PARSE,
92,6 Augusti 1780,1780-08-06,RAABEN,5,Hr Offenbach von Zug- Hr Imhoof von Bremgarten- Sr- Alfari f. 2- di Domod'Offola- Calandre f. 2- di Belgirate- le Pouri di Arone- 1 St. Galler Fuhrmann. 1 Handw-,92,0016.txt,UNABLE TO PARSE,
93,6 Augusti 1780,1780-08-06,LEUEN,8,Martin aus Böhmen. 43 Landl- 2 Handw-,93,0016.txt,UNABLE TO PARSE,
94,6 Augusti 1780,1780-08-06,ROESSLI,7,1 Fuhrmann von Brugg- 31 Landl-,94,0016.txt,UNABLE TO PARSE,
95,6 Augusti 1780,1780-08-06,SCHWANEN,6,24 Landlenth-,95,0016.txt,UNABLE TO PARSE,
96,7 Augufti 1780,1780-01-07,SCHWERDT,1,Jkr. von Wattenwyl von Bern. Hr. Blumer von Glarus. Meisner von Görlitz in Sachfen f. 3. Hettlinger von Winterthur. Rainaldis Frerres. Mr. Pont de Lyon. Sulzer von Basel. Deixner von Strasbourg,96,0018.txt,"Jkr. von Wattenwyl von Bern, Hr. Blumer von Glarus, Meisner von Görlitz in Sachfen, Hettlinger von Winterthur, Rainaldis Frerres, Mr. Pont de Lyon, Sulzer von Basel, Deixner von Strasbourg",".  (https://de.wikipedia.org/wiki/.Net-Framework https://de.wikipedia.org/wiki/.NET_(Plattform) https://de.wikipedia.org/wiki/%E2%80%A6_denn_sie_wissen_nicht,_was_sie_tun https://de.wikipedia.org/wiki/%E2%80%A6_Jahr_2022_%E2%80%A6_die_%C3%BCberleben_wollen https://de.wikipedia.org/wiki/.NET_(Oberbegriff) https://de.wikipedia.org/wiki/%E2%80%A6_denn_zum_K%C3%BCssen_sind_sie_da https://de.wikipedia.org/wiki/%E2%80%A6_Baby_One_More_Time_(Lied) https://de.wikipedia.org/wiki/%E2%80%A6And_Justice_for_All https://de.wikipedia.org/wiki/.5:_The_Gray_Chapter https://de.wikipedia.org/wiki/.de), . Blumer  (https://de.wikipedia.org/wiki/Blumerode https://de.wikipedia.org/wiki/Blumer_(Familie) https://de.wikipedia.org/wiki/Blumergraben https://de.wikipedia.org/wiki/Blume_(Remscheid) https://de.wikipedia.org/wiki/Blumeray https://de.wikipedia.org/wiki/Blumer_Beck https://de.wikipedia.org/wiki/Blumer https://de.wikipedia.org/wiki/Blumerberg https://de.wikipedia.org/wiki/Blumer-Marcus https://de.wikipedia.org/wiki/Blumers), Meisner  (https://de.wikipedia.org/wiki/Meisner https://de.wikipedia.org/wiki/Meisner-Technik https://de.wikipedia.org/wiki/Meister_Eder_und_sein_Pumuckl https://de.wikipedia.org/wiki/Meister_Eckhart https://de.wikipedia.org/wiki/Meissener_Porzellan https://de.wikipedia.org/wiki/Meister_Eder_und_sein_Pumuckl_(Fernsehserie) https://de.wikipedia.org/wiki/Meister https://de.wikipedia.org/wiki/Meisterstern https://de.wikipedia.org/wiki/Mei%C3%9Fner_Dom https://de.wikipedia.org/wiki/Mei%C3%9Fner_und_Mei%C3%9Fner_Vorland), Hettlinger  (https://de.wikipedia.org/wiki/Hettlinger https://de.wikipedia.org/wiki/Hettlingen_ZH https://de.wikipedia.org/wiki/Hettlingen_(Wertingen) https://de.wikipedia.org/wiki/Hettinger_County https://de.wikipedia.org/wiki/Hetlinger_Schanze https://de.wikipedia.org/wiki/Hettlingen https://de.wikipedia.org/wiki/Hettinger https://de.wikipedia.org/wiki/Heitlinger https://de.wikipedia.org/wiki/Das_H%C3%BCttlinger), . Pont de Lyon (https://de.wikipedia.org/wiki/Pont_de_Nyons), Sulzer  (https://de.wikipedia.org/wiki/Sulzer https://de.wikipedia.org/wiki/Sulzer_AG https://de.wikipedia.org/wiki/Sulzer_Hof_(Bad_Kreuznach) https://de.wikipedia.org/wiki/Sulzer-Hochhaus https://de.wikipedia.org/wiki/Sulzer-Areal https://de.wikipedia.org/wiki/Sulzer_Siedlung https://de.wikipedia.org/wiki/Sulzer_(Patriziergeschlecht) https://de.wikipedia.org/wiki/Sulzer_(Traktor) https://de.wikipedia.org/wiki/Sulzer_Tunnel https://de.wikipedia.org/wiki/Sulzer_Vorsorgeeinrichtung), Deixner  (https://de.wikipedia.org/wiki/Deixler https://de.wikipedia.org/wiki/Deinert https://de.wikipedia.org/wiki/Deigner)"
